phrase,abbr,count
atrio ventricular junction,AVJ,1
atrial septal defect,pASD,1
atraumatic restorative treatment,ART,1
atopy patch test,APT,1
atopic sensitization,AS,1
atomic solvation parameters,ASPs,1
atomic magnetometers,AMs,1
atomic magnetometer,AM,1
atomic layer deposition,ALD,1
atomic force microscopy,fAFM,1
atom probe tomography,APT,1
atmospheric pressure chemical ionization,APCI,1
atlas based tumor segmentation,ABTS,1
atherosclerotic plaques,APs,1
ataxia telengiactasia,AT,1
ataxia telangiectasia mutate,ATM,1
at risk,AR,1
at A2A receptors,A2AR,1
asymptomatic parasitemia,AP,1
asymptomatic left ventricular dysfunction,ALVD,1
asymmetric giant unilamellar vesicles,AGUVs,1
asymmetric di methyl arginine,ADMA,1
asthma predictive index,mAPI,1
asthma COPD overlap syndrome,ACOS,1
associated sperm protein,ASP,1
assisted reproductive techniques,ART,1
assisted reproduction technology,ART,1
assisted reproduction technologies,ART,1
assisted rapid opioid detoxification,AROD,1
assisted living residences,ALRs,1
assisted living facility,ALF,1
assembly compartment,AC,1
aspartate glutamate carrier,AGC,1
asparagine synthetase,AS,1
ascending reticular activating system,ARAS,1
ascending aorta constriction,AAC,1
ascending Henle limb,AHL,1
as usual community,AUC,1
as adenoassociated viruses,AAV,1
arylhydrocarbon receptor,AhR,1
aryl sulfatase B,ASB,1
aryl hydrocarbon response element,AHRE,1
aryl hydrocarbon receptor complex,AHRC,1
artificially sweetened beverages,ASB,1
artificial pump lung system,APLS,1
artificial pump lung,APL,1
artificial neural network,ANN,1
artificial genetic loci,AGL,1
articular cartilage vesicles,ACVs,1
articular cartilage,AC,1
arterio venous malformations,AVMs,1
arterio venous,AV,1
arterial wall enhancement,AWE,1
arterial venous malformations,AVM,1
arterial spin tagging,AST,1
arterial smooth muscle cells,ASMCs,1
arterial occlusive disease,AOD,1
arterial input function,AIF,1
arterial baroreceptor,AB,1
arteral spin label,ASL,1
artemisinin combination therapies,ACTs,1
artemether lumefantrine,AL,1
arrhythmic sudden death,ASD,1
arrhythmia insensitive rapid,AIR,1
array tomography,AT,1
arousal biased competition,ABC,1
aromatic amino acids,AAAs,1
arginyl transfer enzyme,ATE1,1
argininosuccinate synthetase,AS,1
argininosuccinate synthase,AS,1
arginine rich motif,ARM,1
arginine repressor,ArgR,1
arginine deiminase system,ADS,1
arginase I,AI,1
arcuate nucleus,ArcN,1
arcuate nucleus,AN,1
arch arteries,AAs,1
arbitrary Lagrangian Eulerian,ALE,1
arachidonate recognition sequence,ARS,1
applicator guided intensity modulated radiation therapy,AGIMRT,1
appetite regulating network,ARN,1
apotosis inducing factor,AIF,1
apoptotic volume decrease,AVD,1
apoplipoprotein B,ApoB,1
apolipoprotein S,ApoS,1
apolipoprotein M,ApoM,1
apolipoprotein L6,ApoL6,1
apolipoprotein E4,ApoE4,1
apolipoprotein E,ApoE4,1
apolipoprotein B,ApoB,1
apical recycling endosome,ARE,1
apical membrane antigen1,AMA1,1
apical medial arrays,AMAs,1
apical junctional complexes,AJC,1
apical junctional complex,AJC,1
apical bile acid transporter,ABAT,1
aphasia testing,AT,1
aortic regurgitation,AR,1
aortic insufficiency,AI,1
aortic constriction,AC,1
aortic carboxypeptidase like protein,ACLP,1
aortic aneurysms,AA,1
aortic BR neurons,ABN,1
aorta aneurysms,AA,1
anxiety sensitivity,AS,1
antral follicle count,AFC,1
antisocial psychopathology,AP,1
antisocial behavior,AB,1
antisense sequences,AS,1
antiretroviral toxic neuropathy,ATN,1
antioxidant response elements,AREs,1
antiorthostatic bed rest,ABR,1
antimicrobial resistant bacteria,ARB,1
antimicrobial proteins,APs,1
antimicrobial innate immune molecules,AIIMs,1
antigen receptor induced subcellular complex,ARISC,1
antigen receptor,AgR,1
antigen processing machinery,APM,1
antigen presenting constructs,naAPCs,1
antigen presenting cells,tolAPC,1
anticipatory guidance,AG,1
antibody secreting cells,ASCs,1
antibody mediated immunity,AMI,1
antibody forming cells,AFCs,1
antibody enzyme,AbE,1
antiangiogenic agents,AAs,1
anti vimentin antibodies,AVAs,1
anti tuberculosis therapy,ATT,1
anti sepsis lipid A,ASLA,1
anti seizure drugs,ASDs,1
anti retroviral treatment,ART,1
anti retroviral therapy,cART,1
anti phospholipid antibodies,APAs,1
anti oxidant,AO,1
anti nuclear autoantibodies,ANAs,1
anti neutrophil cytoplasmic antibody,ANCA,1
anti m|llerian hormone,AMH,1
anti mitochondrial autoantibodies,AMA,1
anti mitochondrial antibodies,AMA,1
anti mitochondrial antibodies,AMAs,1
anti miRNA,AM,1
anti lymphocyte autoantibodies,ALAs,1
anti citrullinated protein autoantibodies,ACPA,1
anti citrullinated protein antibodies,ACPAs,1
anti cancer chemotherapeutic agents,ACCAs,1
anthrax toxin,AT,1
anteromedial temporal lobe,ATL,1
anterior visual pathway,AVP,1
anterior ventral striatum,AVS,1
anterior uveitis,AU,1
anterior temporal lobes,ATLs,1
anterior segment mesenchymal dysgenesis,ASMD,1
anterior piriform cortex,APC,1
anterior neurectoderm,AN,1
anterior midline glia,AMG,1
anterior mesial temporal,AMT,1
anterior limbic network,ALN,1
anterior hypothalamic,AH,1
anterior cruciate ligament transection,ACLT,1
anterior cruciate ligament reconstruction,ACLR,1
anterior crucial ligament,ACL,1
anterior corona radiata,ACR,1
anterior compartment,AC,1
anterior cingulate cortex,rACC,1
anterior cingulate,vAC,1
anterior byssus retractor muscle,ABRM,1
antagonistic pleiotropy,AP,1
anoxic depolarization,AD,1
anomalous DA efflux,ADE,1
ankyrin B,AnkB,1
anion stabilizing groups,ASG,1
angular vestibulo ocular reflex,AVOR,1
angular gyrus,AG,1
angiotensin converting enzyme inhibition,ACEI,1
angiogenesis inhibitors,AIs,1
angioaccess vascular grafts,AVGs,1
aneurysms and dissections,AAD,1
aneurysmal bone cyst,ABC,1
androgens/androgen receptor,AR,1
androgen withdrawal induced apoptosis,AWIA,1
androgen suppression therapy,AST,1
androgen sensitive,AS,1
androgen responsive gene,ARG,1
androgen responsive enhancers,ARE,1
androgen responsive element,ARE,1
androgen responsive,AR+,1
androgen response element,ARE,1
androgen receptors,ARs,1
androgen receptor interacting proteins,ARIPs,1
androgen insensitivity syndrome,AIS,1
androgen insensitive,AI,1
androgen deprivation therapies,ADT,1
androgen deprivation,AD,1
androgen depletion independent,ADI,1
and young adults,AYA,1
and venous,AV,1
and methamphetamine,A/M,1
and effacing~,A/E,1
and effacing E. coli,AEEC,1
and cirrhosis,AC,1
and augmentative/alternative communication,AAC,1
and augmentative communication,AAC,1
and annotation tool,AAT,1
and adenoassociated virus,AAV,1
and Ocular Apraxia,AOA,1
and Mer,AM,1
and Macular Degeneration,AMD,1
and Effacing Escherichia coli,AEEC,1
anchorage independent growth,AIG,1
anchor cell,AC,1
anaplastic astrocytomas,AA,1
anandamide membrane transporter,AMT,1
analytical ultracentrifugation,AU,1
analytical treatment interruption,ATI,1
analog sensitive,AS,1
anal intraepithelial neoplasia,AIN,1
an expanded genetic information systems,AEGIS,1
an AA response,AAR,1
amythrophic lateral sclerosis,ALS,1
amyloid precursor protein,APPswe,1
amyloid precursor protein,betaAPP,1
amyloid precursor protein,sAPPalpha,1
amyloid precursor protein,AbetaPP,1
amyloid precursor peptide,APP,1
amyloid plaques,APs,1
amyloid peptides,AP,1
amyloid enhancing factor,AEF,1
amyloid deposition,AbetaD,1
amyloid beta protein precursor,ABetaPP,1
amyloid beta protein precursor,ABPP,1
amyloid Beta,ABeta,1
amylase binding proteins,ABPs,1
amplitude modulated,AM,1
amplified luminescent proximity homogenous assay,ALPHA,1
amphipathic helix,AH,1
amphibian TR interactive proteins,ATIP,1
amphetamine type stimulants,ATS,1
amphase promoting complex,APC,1
amoeboid cell motility,ACM,1
amino terminal end,ATE,1
amino cyclopropane carboxylate,ACC,1
amino acids,ngeAAs,1
amino acid response element,AARE,1
amiloride sensitive sodium channels,ASSCs,1
amide proton transfer,APT,1
ambulatory surgery centers,ASCs,1
ambulatory blood pressure monitoring,ABPM,1
ambulance diversion,AD,1
alveolated ducts,AD,1
alveolar wall liquid,AWL,1
alveolar type,AT,1
alveolar liquid clearance,ALC,1
alveolar interstitial fibroblast,AIF,1
alveolar intersitial fibroblasts,AIFs,1
alveolar cells,AC,1
alveolar bone,AB,1
alternatively splicing,AS,1
alternative reading frame,ARF,1
alternative exon usage,AEU,1
alternative excision repair,AER,1
alternative activated macrophages,AAMacs,1
alternating current,AC,1
alternate monocular occlusion,AMO,1
alternate frame folding,AFF,1
alternate day modified fasting,ADMF,1
alternate day fasting,mADF,1
altered hepatic foci,AHF,1
alpha2 adrenergic,A2A,1
alpha secretase inhibitors,ASIs,1
alpha lipoic acid,ALA,1
alpha linolenic acid,ALA,1
alpha helical domain,AHD,1
alpha fetal protein,AFP,1
alpha amylase,sAA,1
allosteric enhancers,AEs,1
allosteric enhancers,AE,1
allograft myocardial rejection,AMR,1
allograft derived dendritic cells,ADDC,1
allene oxide synthase,AOS,1
allene oxide synthase,cAOS,1
allelic expression imbalance,AEI,1
allele specific oligonucleotide,ASO,1
all steroid receptors,AncSR1,1
all cause mortality,ACM,1
alkaline phosphatases,APs,1
alfalfa mosaic virus,AMV,1
aldosterone producing cell clusters,APCC,1
aldosterone producing adenomas,APA,1
alcoholic fatty livers,AFL,1
alcohol withdrawal,AW,1
alcohol use problems,AUPs,1
alcohol use,AU,1
alcohol self administration experiment,ASAE,1
alcohol response,AR,1
alcohol related disorders,ARD,1
alcohol related birth defects,ARBD,1
alcohol preference,AP,1
alcohol or drug dependence,AODD,1
alcohol or drug,AOD,1
alcohol liver disease,ALD,1
alcohol exposed pregnancy,AEP,1
alcohol drinking paradigm,ADP,1
alcohol consumption,AC,1
albumin excretion rate,AER,1
ajulemic acid,AjA,1
airways hyper responsiveness,AHR,1
airway smooth muscle cells,ASMC,1
airway epithelium cell,AEC,1
airway epithelial cell,AEC,1
airway dendritic cells,ADC,1
air exchange rates,AER,1
agouti related protein,ARP,1
agouti gene related protein,AGRP,1
agonist binding domains,ABDs,1
agmatine deiminase system,AgDS,1
aggressive physical behavior,APB,1
aggressive hypertension care,AHC,1
age related maculopathy and macular degeneration,ARM/AMD,1
age related macular diseases,ARMD,1
age dependent hearing loss,ADHL,1
affinity purification,AP,1
affinity co electrophoresis,ACE,1
affinity capillary electrophoresis,ACE,1
affinity bait,AB,1
afferent renal nerves,ARN,1
afferent arterioles,AA,1
affective instability,AI,1
affected sister pair,ASP,1
affected sib pair,ASP,1
affect modulation,AM,1
aero digestive tract,ADT,1
adverse effects,irAE,1
adverse drug reactions,dADRs,1
adverse drug reactions,ADR,1
adverse drug reactions,sADRs,1
adverse drug reaction,sADR,1
adventitial fibroblasts,AFs,1
adventitial fibroblast,AF,1
advanced prostate cancer,APC,1
advanced practice nurse care,APNC,1
advanced neoplasia,AN,1
advanced glycated endproducts,AGE,1
adults who stutter,AWS,1
adult symptomatic lumbar scoliosis,ASLS,1
adult stromal/stem cells,ASC,1
adult stem cells,ASC,1
adult prostate stem cells,APSCs,1
adult periodontitis,AP,1
adult human arterial smooth muscle cells,AHASMC,1
adult cardiomyocytes,AC,1
adult cardiac myocytes,ACMs,1
adult Tcell leukemia,ATL,1
adrenergic receptors,a1ARs,1
adrenergic receptors,21ARs,1
adrenergic receptors,a2AR,1
adrenergic receptors,beta2/3ARs,1
adrenergic receptor,alpha2AR,1
adrenergic receptor,132AR,1
adrenergic receptor,2AR,1
adrenergic receptor,21AR,1
adrenal chromaffin cells,ACC,1
adrenal chromaffin,AC,1
adoptive cell therapies,ACT,1
adolescent marijuana use,AMU,1
adolescent cannabis use,ACU,1
adolescent bipolar disorder,ABD,1
admixture mapping,AM,1
admixture linkage disequilibrium,ALD,1
admittance tympanogram,AT,1
administered activity,AA,1
adjacent gene translocations,AGTs,1
adipose tissue hypoxia,ATH,1
adipose tissue dendritic cells,ATDC,1
adipose stem cells,ASCs,1
adipose differentiation related protein,ADRP,1
adipocyte precursors,APs,1
adhesion junctions,AJs,1
adherins junction,AJ,1
adherence promotion,AP,1
adherence junctions,AJs,1
adenylyl cyclase,AC2,1
adenovirus vector,AdV,1
adenosine nucleotide translocator,ANT,1
adenosine mono phosphate,cAMP,1
adenosine kinase,AdK,1
adenosine A1 receptors,AdoA1R,1
adenomatous polyposis coli,mAPC,1
adeno associated virus,scAAV,1
adeno associated virus,AAV6,1
adeno associated vectors,AAV6,1
adeno associated vector,AAV,1
adeno associate virus,rAAV,1
adenine nucleotide translocator,ANT,1
adenine nucleotide translocase,ANT1,1
adaptive optics scanning light ophthalmoscopy,AOSLO,1
adaptive optics scanning laser ophthalmosope,AOSLO,1
adaptive optics scanning laser ophthalmoscopy,AOSLO,1
adaptive feedback control,AFC,1
adaptive current tomography,ACT,1
adaptive attentional bias modification,AABM,1
adapted motivational interviewing,AMI,1
adamantyl retinoids,AR,1
adamantyl arotinoids,AdArs,1
acylated homoserine lactones,AHLs,1
acyl CoA synthetase,ACS1,1
acyl CoA oxidase,ACO,1
acyl CoA binding protein,ACBP,1
acute vascular hyperpermeability,AVH,1
acute thrombotic ischemic stroke,ATIS,1
acute rheumatic fever,ARF,1
acute retinal necrosis,ARN,1
acute respiratory tract infections,ARTIs,1
acute respiratory illness,ARI,1
acute reactive proteins,ARPs,1
acute phase protein response,APPR,1
acute phase,AP,1
acute necrotizing ulcerative gingivitis,ANUG,1
acute necrotizing encephalopathy,ANE,1
acute myeloid leukemia,sAML,1
acute myelogenous lukemia,AML,1
acute myelogenous leukemias,AMLs,1
acute myelogenous leukaemia,AML,1
acute mountain sickness,AMS,1
acute lymphoblastoid leukemia,ALL,1
acute lung injury,iALI,1
acute lower respiratory illness,ALRI,1
acute ling injury,ALI,1
acute intermittent porphyria,AIP,1
acute intermittent hypoxia,AIH,1
acute intermittent hypoxia,rAIH,1
acute infective endocarditis,AIE,1
acute hypoxia,AH,1
acute humoral rejection,AHR,1
acute functional tolerance,AFT,1
acute coronary heart disease,ACHD,1
acute chest syndrome,ACS,1
acute cardiac rejection,ACR,1
actuarial senescence,AS,1
activity thermogenesis,AT,1
activity based proteomic probes,ABPPs,1
active zones,AZs,1
active zone,AZ,1
active video games,AVGs,1
active treatments,AT,1
active specific immunotherapy,ASI,1
active sleep,AS,1
active pixel,AP,1
active pharmaceutical ingredients,APIs,1
"active matrix, flat panel imagers",AMFPIs,1
active efflux transporters,AET,1
active case finding,ACF,1
activator binding domains,ABDs,1
activation receptor induced signalosome,ARIS,1
activation pathway,AP,1
activation loop,AL,1
activation flow coupling,AFC,1
activation domains,ADs,1
activating transcription factors,ATFs,1
activating peptide,AcPep,1
activating peptide,AP,1
activated protain C,APC,1
activated T cells,aATC,1
activate protein C,APC,1
activatable cell penetrating peptides,ACPPs,1
action potentials,bAPs,1
action potential durations,APDs,1
action potential dispersion,APD,1
actinic keratosis,AK,1
actinic keratoses,AK,1
actin regulating kinases,ARKs,1
actin filament,AF,1
actin depolymerization factor,ADF,1
actin binding sequences,ABSs,1
actin binding proteins,ABP,1
actin binding domain,ABD,1
acrodermatitis enteropathic,AE,1
acquired epilepsy,AE,1
acquired brain damage,ABD,1
acquiescent response style,ARS,1
acoustically active catheter,AAC,1
acoustic tweezing cytometry,ATC,1
acoustic radiation pressure,ARP,1
acoustic quantification,AQ,1
acoustic neuroma surgery robot,ANSR,1
acid tolerance response,ATR,1
acid shock proteins,ASPs,1
acid resistance,AR,1
acid ceramidase,AC,1
acetylcholine receptor,AchR,1
acetylcholine receptor,nAchR,1
acetyl l carnitine,ALC,1
acetyl choline receptors,nAChR,1
acetyl CoA decarbonylase synthase,ACDS,1
acetyl CoA carboxylase,ACC1,1
acetyI CoA carboxylase,ACC,1
accumbens shell,AcbSh,1
accountable care organization,ACO,1
accessory protein,AcPb,1
accessible surface area,ASA,1
accessibility control element,ACE,1
acceptance based behavioral intervention,ABBI,1
accelerator mass spectrometer,AMS,1
accelerated rejection,AccR,1
academic health centers,AHCs,1
absorptive endocytosis,AE,1
absorbed dose,AD,1
absolute proximal reabsorption,APR,1
above knee amputation,AKA,1
aboutcial neural networks,ANNs,1
abnormal luteal phase,ALP,1
abnormal involuntary movements,AIMs,1
abnormal follicular phase,AFP,1
abiraterone acetate,AA,1
aberrant crypt focus,ACF,1
abdominal aortic calcium,AAC,1
abdominal aorta,AA,1
a2A adrenergic receptor,a2AAR,1
Zn finger,ZF,1
Zero Inflated Negative Binomial Algorithm,ZINBA,1
Yukon Kuskokwim Health Corporation,YKHC,1
Youth Self Report,YSR,1
Youth Risk Behavior Survey,YRBS,1
Youth Development Study,YDS,1
Young female sexual minorities,YFSM,1
Yin Yang,YY1,1
Xenopus glucocorticoid receptor accessory factor,XGRAF,1
Xenopus Kaiso,XKaiso,1
Xenobiotic Responsive Elements,XREs,1
Xeno nucleic acids,XNA,1
X ray fluoroscopy,XRF,1
X ray diffraction,XRD,1
X linked intellectual disability,XLID,1
X linked hypohidrotic ectodermal dysplasia,XLHED,1
X linked cataract dental,XLCD,1
X linked agammglobulinemia,XLA,1
X linked Aiport syndrome,XLAS,1
X inactivation center,XIC,1
Wright State University,WSU,1
Wound Induced Hair Neogenesis,WIHN,1
Wound Electronic Medical Record,WEMR,1
World Trade Organization,WTO,1
World No Smoking Day,WNSD,1
World Health Organization,www.WHO.int,1
Working Memory Training,WMT,1
Womens Ischemia Syndrome Evaluation,WISE,1
Womens Health Education,WHE,1
Womens Antioxidant Cardiovascular Study,WACS,1
Wolffian duct,WD,1
Wolcott Rollins,WR,1
Wnt response elements,WREs,1
Withdrawal Seizure Resistant,WSR,1
Withdrawal Induced Drinking,WID,1
Wistar Furth,WF,1
Wiskott Aldrich syndrome like,WASL,1
Wiscott Aldrich Syndrome Protein,WASP,1
"Wisconsin Sleep Cohort Study,",WSCS,1
Wisconsin Sleep Cohort,WSC,1
Wisconsin Diabetes Registry Study,WDRS,1
Wireless Instantaneous Neurotransmitter Concentration Sensor,WINCS,1
Wilson disease protein,WDP,1
Willamette Dental Group,WDG,1
Widespread Colonization Island,WCI,1
Whole body protein turnover,WBPT,1
Whole Genome Regression,WGR,1
Whole Day,WD,1
White American women,WAW,1
Wheelchair Users Shoulder Pain Index,WUSPI,1
What We Eat in America,WWEIA,1
Western equine encephalitis,WEE,1
Werners syndrome,WS,1
Well Child Care,WCC,1
Welfare Participant Centered Health Program,WPCHP,1
Weill Medical College,WMC,1
Weill Marchesani syndrome,WMS,1
Weibel Palade bodies,WPB,1
Weekend Intervention Program,WIP,1
Web Assisted Tobacco Intervention,WATI,1
Washington University,WU,1
Washington University,WashU,1
Washington State Department of Corrections,WSDOC,1
Washington Circle,WC,1
Walleye dermal sarcomas,WDS,1
Wallerian degeneration,WD,1
Walking and Leg Circulation Study,WALCS,1
Walker Warburg syndrome,WWS,1
Waardenburg syndrome,WS,1
WAVE Regulatory Complex,WRC,1
Volunteer Telephone Continuing Care,VTCC,1
Volumetric Optical Coherence Tomography Vibrometry,VOCTV,1
Volumetric Modulated Arc Therapy,VMAT,1
Volume tomographic digital angiography,VTDA,1
Volume reduction surgery,VRS,1
Voltage operated calcium channels,VOCCs,1
Voltage gated sodium channels,VGSCs,1
Voltage gated calcium channels,VGCCs,1
Voltage Clamp Fluorometry,VCF,1
Voided urinary cytology,VUC,1
Vivo Expression Technology,1VET,1
Vitamin D insufficiency,VDI,1
Visualization and Menstruation Program,VAMP,1
Visual Word Form Area,VWFA,1
Visual Evoked Potential,mfVEP,1
Visual Display Model,VDM,1
Visiting Nurses Agency,VNA,1
Visible Human Project,VHP,1
Viscoelastic Response,VisR,1
Visceral hyperalgesia,VH,1
Virus Pathogen Resource,ViPR,1
Virulence inducing Factors,VIFs,1
Virulence Associated Molecular Patterns,VAMPs,1
Virtual environments,VE,1
Virtual Reality Modeling Language,VRML,1
Virtual Reality Markup Language,VRML,1
Virtual Private Network,VPN,1
Virtual Data Warehouse,VDW,1
Virtual Birth Cohort,VBC,1
Virginia Twin Registry,VTR,1
Virginia Health Information,VHI,1
Virginia Cognitive Aging Project,VCAP,1
Viral insertion site amplification,VISA,1
Viral hemorrhagic fevers,VHF,1
Vietnam Era Twin Registry,VETR,1
Video Interaction Project,VIP,1
Vibro acoustography,VA,1
Vibrio pathogenicity island,VPI,1
Vibrio choerae ghost,rVCG,1
Vibration Perception Threshold,VPT,1
Vg1 localization element,VgLE,1
Veterans Affairs San Diego Healthcare System,VASDHS,1
Veterans Administration Genetic Epidemiology Study,VAGES,1
Vestibular schwannomas,VSs,1
Vestibular migraine,VM,1
Vessel of Confluence,VOC,1
Vessel Occlusion,4VO,1
Very low nicotine content cigarettes,VLNCC,1
Vervet Research Colony,VRC,1
Vervet Monkey Research Colony,VMRC,1
Vertebral fractures,VF,1
Vermont Oxford Network,VON,1
Verbal autopsy,VA,1
Ventrally Emigrating Neural Tube,VENT,1
Ventanilla de Salud,VDS,1
Venous malformation,VM,1
Venous anastomotic intimal hyperplasia,VAIH,1
Venereal Disease Research Laboratory,VDRL,1
Vector Integration Sites,VIS,1
Vector Copy Numbers,VCN,1
Vasoctive Intestinal Peptide,VIP,1
Vascular endothelial growth factor receptors,VEGFR2/3,1
Vascular anomalies,VAs,1
Vascular Imaging Lab,VIL,1
Varkud satellite,VS,1
Variant Association Tools,VAT,1
Variable Radio Frequency,VRF,1
Variable Delay Multi Pulse,VDMP,1
Vancouver Injection Drug Users Study,VIDUS,1
Van der Woude syndrome,VDWS,1
Van Ness Recovery House,VNRH,1
Van Buchem,VB,1
Valosine Containing Peptide,VCP,1
Val Pro Gly Xaa Gly,VPGXG,1
Val Pro Gly X Gly,VPGXG,1
Vaccinia Complement Protein,VCP,1
Vaccine Research Center,VRC,1
VAMP associated protein B,VAPB,1
V2 receptor,V2R,1
V1a receptor,V1aR,1
Uterine Artery Endothelial Cells,UAEC,1
Utah electrode array,UEA,1
Utah Multisite electrode array,UMEA,1
Utah Counseling Center,UCC,1
Usual Web Comparison,UWC,1
Usual Curriculum,UC,1
Usual Care Program,UCP,1
Urothelial Cell Carcinomas,UCC,1
Urinary diversion,UD,1
Uric Acid,UA,1
Ureaplasma urealyticum,UU,1
Urea transporters,UT,1
Urban Health Study,UHS,1
Upstream Stimulatory Factor,USF2,1
Upper gastrointestinal carcinomas,UGC,1
Unwanted Early Evening Sleepiness,UEES,1
University College Dublin,UCD,1
Universal Medication Schedule,UMS,1
Univ. California,UC,1
United States Renal Data System,USRDS,1
United States Olympic Committee,USOC,1
United States Military Cancer Institute,USMCI,1
United Huntingtons Disease Rating Scale,UHDRS,1
United Dystrophinopathy Project,UDP,1
United Black Element,UBE,1
Unipolar Brush Cells,UBCs,1
Uniform Resource Identifiers,URIs,1
Uniform Price Code,UPC,1
Unified Parkinsons Disease Rating Scale,UPDRS,1
Undifferentiated pleomorphic sarcoma,UPS,1
Understanding America Study,UAS,1
Ultrasound Current Source Density Imaging,UCSDI,1
Ultrasound Backscatter Microscopy,UBM,1
Ultrasonic Stimulated Acoustic Emission,USAE,1
Ultrafast Electron Microscopy,UEM,1
Ultra High Pressure Liquid Chromatography,UHPLC,1
Ullrich congenital muscular dystrophy,UCMD,1
Ubiquitin specific proteases,USPs,1
UP DOWN State,UDS,1
U2AF homologous motifs,UHM,1
U2 auxiliary factor,U2AF,1
Typhus Group,TG,1
Type I Diabetes Mellitus,TIDM,1
Twins Early Development Study,TEDS,1
Twelve step,TS,1
Twelve Step Facilitation,TSF,1
Tumor associated neutrophils,TANs,1
Tumor Overexpressed Gene,TOG,1
Tulane virus,TV,1
Tuberculosis Necrotizing Toxin,TNT,1
Tuberculosis Antimicrobial Acquisition Coordinating Facility,TAACF,1
Trypanosome Lytic Factor,TLF,1
Trp cage,TC,1
Trojan Antigens,TA,1
Trithorax Group,TrxG,1
Triple P Online System,TPOS,1
Triggers of Ventricular Arrhythmias,TOVA,1
Tricho rhino phalangeal syndrome,TRPS,1
Trembler J,TrJ,1
Treatment Improvement Protocol,TIP50,1
Treatment Foster Care,TFC,1
Treatment Entry Training,TEnT,1
Traumatic stress,TS,1
Traumatic Grief,TG,1
Trauma Recovery Support System,TRSS,1
Transposon Landscapes,TLs,1
Transportation Theory,TT,1
Transplantation associated arteriosclerosis,TAA,1
Transmission Electronic Microscopy,TEM,1
Transmissible Murine Colonic Hyperplasia,TMCH,1
Translocation Deficient Reverse Transcriptase Inhibitor,TDRTI,1
Translational Genomics,TGen,1
Translation While Rotating,TWR,1
Transjugular intrahepatic portosystemic shunts,TIPS,1
Transit amplifying cells,TACs,1
Transient neurologic symptoms,TNS,1
Transient lateral inhibition,TLI,1
Transient Receptor Potential channels,TRPC,1
Transformng Growth Factor,TGF,1
Transfer Appropriate Processing,TAP,1
Transcription activator like effector nuclease,TALEN,1
Transcription activator like,TAL,1
Transcription Factors,mTFs,1
Transcription Factor Decoy,TFD,1
Transcription Factor Context Analysis,TFCA,1
Trans sodium crocetinate,TSC,1
Trans Proteomic Pipeline,TPP,1
Traditional Behavioral Couple Therapy,TBCT,1
Tract Specific Analysis,TSA,1
Toxoplasma Specific Expanded Loci,TSELs,1
Townes Brocks syndrome,TBS,1
Tourette Disorder,TD,1
Total elbow arthroplasty,TEA,1
Total Internal Reflection Fluorescent,TIRF,1
Total Internal Reflection,TIR,1
Total Hip Arthroplasties,THAs,1
Total Force Fitness,TFF,1
Total Energy Intake,TEI,1
Toll Like Receptors,sTLRs,1
Tobacco document research,TDR,1
Tobacco Treatment Program,TTP,1
Tissue surface tensiometry,TST,1
Tissue harmonic imaging,THI,1
Tissue engineering,TE,1
Tissue engineered,TE,1
Tissue Resource Center,TRC,1
Tissue Factor,asTF,1
Tissue Alkaline Phosphatase,TAP,1
Tinnitus Retraining Therapy,TRT,1
Tinnitus Handicap Inventory,THI,1
Timothy syndrome,TS,1
Time Derivative,TD,1
Tie2 expressing macrophages,TEMs,1
Thymocyte Enhancer,TE,1
Thrombotic Thrombocytopenia Purpura,TTP,1
Thrombolysis in Pediatric Stroke,TIPS,1
Thrid Spin Assisted Recoupling,TSAR,1
Threshold Limit Value,TLV,1
Three Gorges Project,TGP,1
Thomsen Friedenreich,TF,1
Third Generation Sequencing,TGS,1
Thiamine Responsive Megaloblastic Anemia,TRMA,1
Thg1 like proteins,TLPs,1
Therapeutic liver repopulation,TLR,1
Therapeutic Interactive Voice Response,TIVR,1
Therapeutic Education System,TES,1
Therapeutic Contracting,TC,1
Therapeutic Communities,TCs,1
Therapeutic Communities,TC,1
Theilers murine encephalitis virus,TMEV,1
The Polo like kinase,TbPLK,1
The Mothers Programmes,TMP,1
The Heart Institute,THI,1
The Cancer Genome Altas,TCGA,1
Thai Family Matters,TFM,1
Th immune synapse,ThIS,1
Tf receptor,TfR1,1
Tf receptor,TfR2,1
Tetraspanin Enriched Microdomains,TEMs,1
Tetralogy of Fallot,TOF,1
Testicular germ cells tumors,TGCTs,1
Testicular germ cell tumors,TGCT,1
Test Observation Form,TOF,1
Terminal Uridylyl Transferases,TUTases,1
Terminal Schwann cells,TSC,1
Temporal Clustering Analysis,TCA,1
Telomere End Protection,TEP,1
Telomerase Reverse Transcriptase,TRT,1
Teleost Genome Duplication,TGD,1
Telemonitoring Intervention,TI,1
Telecommunication Enhanced Adherence Management,TEAM,1
Teen work,TW,1
Teen Outreach Program,TOP,1
Technology Enhanced Quitline,TEQ,1
Technical Knock out,TKO,1
Tec homology,TH,1
Teachers as Facilitators,TAF,1
Teachers Report Form,TRF,1
Targeted temperature management,TTM,1
Targeted Regulatory Sequencing,TRS,1
Targeted Phototoxic Multi Inhibitor Liposomes,TPMILs,1
Target of Rapamycin Complexes,mTORC1,1
Target Assisted Combinatorial Synthesis,TACS,1
Tangier disease,TD,1
Tamm Horsfall protein,THP,1
Tam resistant,TamR,1
Take Off Pounds Sensibly,TOPS,1
